ticker,issuer_name
PSMM,Invesco Capital Management LLC (PSMM)
PSMT,Pricesmart Inc. (PSMT)
PSN,Parsons Corp (PSN)
PSNL,Personalis Inc (PSNL)
PSO,Pearson plc (PSO)
PSP,Invesco Capital Management LLC (PSP)
PSQ,ProShares Trust (PSQ)
PSR,Invesco Capital Management LLC (PSR)
PSS,Collective Brands Inc (PSS)
PST,Invesco Capital Management LLC (PST)
PSTG,Pure Storage Inc (PSTG)
PSTH,Pershing Square Tontine Holdings Ltd (PSTH)
PSTH_U,Pershing Square Tontine Holdings Ltd (PSTH.U)
PSTH_WS,Pershing Square Tontine Holdings Ltd (PSTH.WS)
PSTI,Pluristem Therapeutics Inc (PSTI)
PSTL,Postal Realty Trust Inc (PSTL)
PSTV,Plus Therapeutics Inc (PSTV)
PSTVZ,Plus Therapeutics Inc (PSTVZ)
PSTX,Poseida Therapeutics Inc (PSTX)
PSV,Hermitage Offshore Services Ltd (PSV)
PSW,BlackRock Credit Allocation Income Trust I Inc (PSW)
PSX,Phillips 66 (PSX)
PSXP,Phillips 66 Partners LP (PSXP)
PSXW_,Phillips 66 (PSXw_)
PSXW__1,Phillips 66 When Issued (PSXw_)
PSY,BlackRock Credit Allocation Income Trust II Inc (PSY)
PT,Pintec Technology Holdings Ltd (PT)
PT_1,PHarol SGPS SA (PT)
PTA,Penn Treaty American Corp. (PTA)
PTAC,PropTech Acquisition Corp (PTAC)
PTACU,PropTech Acquisition Corp (PTACU)
PTACW,PropTech Acquisition Corp (PTACW)
PTBD,Pacer Funds Trust (PTBD)
PTC,PTC Inc (PTC)
PTCT,PTC Therapeutics Inc (PTCT)
PTE,PolarityTE Inc (PTE)
PTEN,Patterson-UTI Energy Inc (PTEN)
PTEST,(PTEST)
PTEU,Pacer Funds Trust (PTEU)
PTF,Invesco Capital Management LLC (PTF)
PTGX,Protagonist Therapeutics Inc (PTGX)
PTH,Invesco Capital Management LLC (PTH)
PTHN,Patheon NV (PTHN)
PTHN_1,Patheon N.V. (PTHN)
PTI,Proteostasis Therapeutics Inc (PTI)
PTI_1,Patni Computer Systems (PTI)
PTIN,Pacer Funds Trust (PTIN)
PTK,PTK Acquisition Corp (PTK)
PTK_U,PTK Acquisition Corp (PTK.U)
PTK_WS,PTK Acquisition Corp (PTK.WS)
PTLA,Portola Pharmaceuticals Inc (PTLA)
PTLC,Pacer Funds Trust (PTLC)
PTM,E TRACS UBS Long Platinum (PTM)
PTM_1,UBS AG Jersey (PTM)
PTMC,Pacer Funds Trust (PTMC)
PTMN,Portman Ridge Finance Corp (PTMN)
PTN,Palatin Technologies Inc. (PTN)
PTNQ,Pacer Funds Trust (PTNQ)
PTNR,Partner Communications Co. (PTNR)
PTON,Peloton Interactive Inc (PTON)
PTP,Platinum Underwriters Holdings Ltd (PTP)
PTP_P_A_,Platinum Underwriters Holdings Ltd (PTPpA_)
PTR,PetroChina Co. Ltd. (PTR)
PTRS,Partners Bancorp (PTRS)
PTSI,"P.A.M. Transportation Services, Inc. (PTSI)"
PTV,Pactiv Corp. (PTV)
PTVCA,Protective Insurance Corp. (PTVCA)
PTVCB,Protective Insurance Corp. (PTVCB)
PTVE,Pactiv Evergreen Inc (PTVE)
PTX,Pernix Therapeutics Holdings Inc (PTX)
PTY,PIMCO Corporate & Income Opportunity Fund (PTY)
PUI,Invesco Capital Management LLC (PUI)
PUK,Prudential plc (PUK)
PUK_P,Prudential plc (PUKp)
PUK_P__,Prudential plc (PUKp_)
PUK_P_A,Prudential plc (PUKpA)
PUK_P_R,Prudential plc (PUKpR)
PUK_P_RA,Prudential plc (PUKpRA)
PULM,Pulmatrix Inc (PULM)
PULS,PGIM ETF Trust (PULS)
PUMP,ProPetro Holding Corp (PUMP)
PUTW,WisdomTree Trust (PUTW)
PUW,Invesco Capital Management LLC (PUW)
PUYI,Puyi Inc (PUYI)
PV,Pfeiffer Vacuum Technology AG (PV)
PVA,Penn Virginia Corp. (PVA)
PVAC,Penn Virginia Corp. (PVAC)
PVAL,Principal Exchange-Traded Funds (PVAL)
PVBC,Provident Bancorp Inc (PVBC)
PVBC_1,Provident Bancorp Inc. (PVBC)
PVD,Provida A.F.P. (PVD)
PVG,Pretium Resources Inc (PVG)
PVG_1,Penn Virginia GP Holdings LP (PVG)
PVH,PVH Corp (PVH)
PVI,Invesco Capital Management LLC (PVI)
PVL,Permianville Royalty Trust (PVL)
PVR,PVR Partners L.P. (PVR)
PVT,Pivotal Acquisition Corp (PVT)
PVTD,"Privatebancorp, Inc. (PVTD)"
PVTL_1,Pivotal Software Inc (PVTL)
PVT_U,Pivotal Acquisition Corp (PVT.U)
PVT_WS,Pivotal Acquisition Corp (PVT.WS)
PVX,Provident Energy Ltd (PVX)
PVX_1,Provident Energy Trust (PVX)
PW,Power REIT (PW)
PWB,Invesco Capital Management LLC (PWB)
PWC,Invesco Capital Management LLC (PWC)
PWE,Penn West Energy Trust (PWE)
PWFL,PowerFleet Inc (PWFL)
PWI,Primewest Energy Trust. (PWI)
PWOD,"Penns Woods Bancorp, Inc. (PWOD)"
PW_P_A,Power REIT (PWpA)
PWR,"Quanta Services, Inc. (PWR)"
PWS,Pacer Funds Trust (PWS)
PWV,Invesco Capital Management LLC (PWV)
PWZ,Invesco Capital Management LLC (PWZ)
PX,"Praxair, Inc. (PX)"
PXD,Pioneer Natural Resources Co. (PXD)
PXE,Invesco Capital Management LLC (PXE)
PXF,Invesco Capital Management LLC (PXF)
PXH,Invesco Capital Management LLC (PXH)
PXI,Invesco Capital Management LLC (PXI)
PXJ,Invesco Capital Management LLC (PXJ)
PXLG_1,Invesco Capital Management LLC (PXLG)
PXLV,Invesco S&P 500 Value with Momentum ETF (PXLV)
PXLW,Pixelworks Inc (PXLW)
PXMV,Invesco S&P MidCap Value with Momentum ETF (PXMV)
PXP,Plains Exploration & Production Co (PXP)
PXQ,Invesco Capital Management LLC (PXQ)
PXR,Invesco Capital Management LLC (PXR)
PXS,Pyxis Tankers Inc (PXS)
PXSAP,Pyxis Tankers Inc (PXSAP)
PXT,Argo Group International Holdings Ltd (PXT)
PXUS,Principal Exchange-Traded Funds (PXUS)
PY,Principal Exchange-Traded Funds (PY)
PYA,"Merrill Lynch Depositor, Inc. (PYA)"
PYB_CL,"Merrill Lynch Depositor, Inc. (PYB.CL)"
PYC,"Merrill Lynch Depositor, Inc. (PYC)"
PYC_CL,MERRILL LYNCH Depositor INC (PYC.CL)
PYD,(PYD)
PYD_1,"Pre-Paid Legal Services, Inc. (PYD)"
PYE_CL,"Merrill Lynch Depositor, Inc. (PYE.CL)"
PYG,"Merrill Lynch Depositor, Inc. (PYG)"
PYI,"Merrill Lynch Depositor, Inc. (PYI)"
PYJ,"Merrill Lynch Depositor, Inc. (PYJ)"
PYJ_CL,ML Deposit PPLUS Cl A 6.25% TRUCs CMT-1 Comcast (PYJ.CL)
PYK,"Merrill Lynch Depositor, Inc. (PYK)"
PYK_CL,MERRILL LYNCH Depositor INC (PYK.CL)
PYL,"Merrill Lynch Depositor, Inc. (PYL)"
PYM,(PYM)
PYM_1,(PYM)
PYM_2,Polymedica Corp. (PYM)
PYN,Pimco New York Municipal Income Fund III (PYN)
PYO_CL,"Merrill Lynch Depositor, Inc. (PYO.CL)"
PYPD,Polypid Ltd (PYPD)
PYPL,PayPal Holdings Inc (PYPL)
PYS,Pplus Trust Series RRD-1 (PYS)
PYT,PPLUS Trust Series GSC-2 (PYT)
PYV,"Merrill Lynch Depositor, Inc. (PYV)"
PYX,Pyxus International Inc (PYX)
PYX_1,Pyxus International Inc (PYX)
PYX_2,"Playtex Products, Inc. (PYX)"
PYY,"Merrill Lynch Depositor, Inc. (PYY)"
PYY_CL,MERRILL LYNCH Depositor (PYY.CL)
PYZ,Invesco Capital Management LLC (PYZ)
PZA,Invesco Capital Management LLC (PZA)
PZB_CL,"Merrill Lynch Depositor, Inc. (PZB.CL)"
PZC,Pimco California Municipal Income Fund III (PZC)
PZD,Invesco Capital Management LLC (PZD)
PZE,Petrobras Argentina S.A (PZE)
PZE_1,Petrobras Energia Participaciones S.A. (PZE)
PZG,Paramount Gold Nevada Corp (PZG)
PZI,Invesco Capital Management LLC (PZI)
PZN,Pzena Investment Management Inc (PZN)
PZT,Invesco Capital Management LLC (PZT)
PZZA,"Papa John`s International, Inc. (PZZA)"
Q,"Qwest Communications International, Inc. (Q)"
Q_1,IQVIA Holdings Inc (Q)
QABA,First Trust Exchange-Traded Fund III (QABA)
QADA,"QAD, Inc. (QADA)"
QADB,"QAD, Inc. (QADB)"
QAI,IndexIQ ETF Trust (QAI)
QARP,DBX ETF Trust (QARP)
QAT,BlackRock Institutional Trust Company N.A. (QAT)
QBAK,Qualstar Corp (QBAK)
QCAN,SPDR Solactive Canada ETF (QCAN)
QCLN,First Trust Exchange-Traded Fund III (QCLN)
QCOM,"Qualcomm, Inc. (QCOM)"
QCP,Quality Care Properties Inc (QCP)
QCRH,"QCR Holding, Inc. (QCRH)"
QD,Qudian Inc (QD)
QD_1,Quadramed Corp. (QD)
QDEF,FlexShares Trust (QDEF)
QDEL,Quidel Corp. (QDEL)
QDEU,SPDR Solactive Germany ETF (QDEU)
QDF,FlexShares Trust (QDF)
QDIV,Global X Funds (QDIV)
QDYN,FlexShares Trust (QDYN)
QED,IndexIQ ETF Trust (QED)
QEFA,SSgA Active Trust (QEFA)
QELLU,Qell Acquisition Corp (QELLU)
QEMM,SSgA Active Trust (QEMM)
QEP,QEP Resources Inc (QEP)
QEPM,QEP Midstream Partners LP (QEPM)
QEPW_,0 (QEPw_)
QES,Quintana Energy Services Inc (QES)
QFIN,360 DigiTech Inc (QFIN)
QGBR,SPDR Solactive United Kingdom ETF (QGBR)
QGEN,Qiagen NV (QGEN)
QGRO,American Century ETF Trust (QGRO)
QGTA,IndexIQ ETF Trust (QGTA)
QH,Quhuo Ltd (QH)
QHC,Quorum Health Corp (QHC)
QHCW,Quorum Health Corporation (QHCw)
QI,Qimonda AG (QI)
QID,ProShares Trust (QID)
QIHU,Qihoo 360 Technology Co Ltd (QIHU)
QINC,First Trust VI First Trust Dorsey Wright Momentum and Div ETF (QINC)
QINT,American Century ETF Trust (QINT)
QIWI,QIWI plc (QIWI)
QJPN,SPDR Solactive Japan ETF (QJPN)
QK,Q&K International Group Ltd (QK)
QLC,FlexShares Trust (QLC)
QLD,ProShares Trust (QLD)
QLGN,Qualigen Therapeutics Inc (QLGN)
QLS,IndexIQ ETF Trust (QLS)
QLTA,BlackRock Institutional Trust Company N.A. (QLTA)
QLV,FlexShares Trust (QLV)
QLVD,FlexShares Trust (QLVD)
QLVE,FlexShares Trust (QLVE)
QLYS,Qualys Inc (QLYS)
QMCO,Quantum Corp (QMCO)
QMN,IndexIQ ETF Trust (QMN)
QMOM,Alpha Architect Etf Trust (QMOM)
QNST,QuinStreet Inc (QNST)
QQEW,First Trust Exchange-Traded Fund III (QQEW)
QQH,Northern Lights Fund Trust III (QQH)
QQQ,Invesco Capital Management LLC (QQQ)
QQQE,Direxion Shares ETF Trust (QQQE)
QQQJ,Invesco Exchange-Traded Fund Trust II (QQQJ)
QQQM,Invesco Exchange-Traded Fund Trust II (QQQM)
QQQN,Victory Portfolios II (QQQN)
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund (QQQX)
QQXT,First Trust Exchange-Traded Fund III (QQXT)
QRE,QR Energy LP (QRE)
QRFT,Exchange Listed Funds Trust (QRFT)
QRHC,Quest Resource Holding Corp (QRHC)
QRR,Quadra Realty Trust Inc. (QRR)
QRTEA,Qurate Retail Inc (QRTEA)
QRTEB,Qurate Retail Inc (QRTEB)
QRTEP,Qurate Retail Inc (QRTEP)
QRTEV,Qurate Retail Inc (QRTEV)
QRVO,Qorvo Inc (QRVO)
QSR,Restaurant Brands International Inc (QSR)
QSRW,Restaurant Brands International Inc (QSRw)
QSY,WisdomTree Trust (QSY)
QTEC,First Trust Exchange-Traded Fund III (QTEC)
QTM,Quantum Corp (QTM)
QTM_1,Quantum Dlt & Storage Systems Group (QTM)
QTNA,Quantenna Communications Inc (QTNA)
QTNT,Quotient Ltd (QTNT)
QTRH,Quarterhill Inc (QTRH)
QTRX,Quanterix Corp (QTRX)
QTS,Qts Realty Trust Inc (QTS)
QTS_P_A,Qts Realty Trust Inc (QTSpA)
QTS_P_B,Qts Realty Trust Inc (QTSpB)
QTT,Qutoutiao Inc (QTT)
QTUM,ETF Series Solutions Trust (QTUM)
QTWO,Q2 Holdings Inc (QTWO)
QUAD,Quad/Graphics Inc (QUAD)
QUAD_1,Quadrex Corp (QUAD)
QUAL,BlackRock Institutional Trust Company N.A. (QUAL)
QUIK,Quicklogic Corp (QUIK)
QUMU,Qumu Corp (QUMU)
QUOT,Quotient Technology Inc (QUOT)
QUOT_1,Life Quotes Inc (QUOT)
QURE,uniQure N.V. (QURE)
QUS,SPDR Series Trust (QUS)
QVAL,Alpha Architect Etf Trust (QVAL)
QVCC,QVC Inc (QVCC)
QVCD,QVC Inc (QVCD)
QVM,Arrow Investments Trust (QVM)
QWLD,SSgA Active Trust (QWLD)
QXGG,Blue Sky Asset Management LLC (QXGG)
QXM,Qiao Xing Mobile Communication Co Ltd (QXM)
QXMI,Blue Sky Asset Management LLC (QXMI)
QXRR,Blue Sky Asset Management LLC (QXRR)
QXTR,Blue Sky Asset Management LLC (QXTR)
QYLD,Global X Funds (QYLD)
QYLD_2,Horizons ETF Trust I (QYLD)
R,"Ryder System, Inc. (R)"
RA,Brookfield Real Assets Income Fund Inc (RA)
RA_1,Reckson Associates Realty Corp. (RA)
RA_2,Reckson Associates Realty Corp. (RA)
RAAX,VanEck Vectors ETF Trust (RAAX)
RACA,Therapeutics Acquisition Corp (RACA)
RACE,Ferrari N.V. (RACE)
RACE_1,"Data Race, Inc. (RACE)"
RACEW,Ferrari NV (RACEw)
RAD,Rite Aid Corp. (RAD)
RADA,Rada Electronic Industries (RADA)
RADI,Radius Global Infrastructure Inc (RADI)
RAFE,Pimco Equity Series (RAFE)
RAH,"Ralcorp Holdings, Inc. (RAH)"
RAHW_,Ralcorp Holdings Inc When Issued (RAHw_)
RAHW__2,(RAHw_)
RAI_1,Reynolds American Inc. (RAI)
RAIL,FreightCar America Inc (RAIL)
RALS,ProShares Trust (RALS)
RALY,Rally Software Development Corp (RALY)
RAMP,LiveRamp Holdings Inc (RAMP)
RAND,Rand Capital Corp. (RAND)
RAPT,RAPT Therapeutics Inc (RAPT)
RARE,Ultragenyx Pharmaceutical Inc. (RARE)
RARX,Ra Pharmaceuticals Inc (RARX)
RAS,RAIT Financial Trust (RAS)
RAS_1,Resource Asset Investment Trust (RAS)
RAS_P_A,RAIT Financial Trust (RASpA)
RAS_P_B,RAIT Financial Trust (RASpB)
RAS_P_C,RAIT Financial Trust (RASpC)
RAS_P_RA,RAIT Financial Trust (RASpRA)
RAS_P_RB,RAIT Financial Trust (RASpRB)
RAS_P_RC,RAIT Financial Trust (RASpRC)
RATE,Bankrate Inc. (RATE)
RAVE,Rave Restaurant Group Inc (RAVE)
RAVI,FlexShares Trust (RAVI)
RAVN,"Raven Industries, Inc. (RAVN)"
RAX,Rackspace Hosting Inc (RAX)
RBA,Ritchie Bros Auctioneers Inc (RBA)
RBAC,RedBall Acquisition Corp (RBAC)
RBAC_U,RedBall Acquisition Corp (RBAC.U)
RBAC_WS,RedBall Acquisition Corp (RBAC.WS)
RBB,RBB Bancorp (RBB)
RBBN,Ribbon Communications Inc (RBBN)
RBC,Regal Beloit Corp (RBC)
RBCAA,"Republic Bancorp, Inc. (KY) (RBCAA)"
RBCN,Rubicon Technology Inc (RBCN)
RBIN,ETF Series Solutions Trust (RBIN)
RBKB,Rhinebeck Bancorp Inc (RBKB)
RBN,"Robbins & Myers, Inc. (RBN)"
RBNC,Reliant Bancorp Inc (RBNC)
RBS,NatWest Group Plc (RBS)
RBS_P_E_CL,RBS Capital Funding Trust V (RBSpE.CL)
RBS_P_F_CL,Royal Bank of Scotland Group plc (RBSpF.CL)
RBS_P_G_CL,RBS Capital Funding Trust VII (RBSpG.CL)
RBS_P_H_CL,Royal Bank of Scotland Group plc (RBSpH.CL)
RBS_P_I_CL,RBS Capital Funding Trust VI (RBSpI.CL)
RBS_P_K_CL,(RBSpK.CL)
RBS_P_L_CL,Royal Bank of Scotland Group plc (RBSpL.CL)
RBS_P_M_CL,Royal Bank of Scotland Group plc (RBSpM.CL)
RBS_P_N_CL,Royal Bank of Scotland Group plc (RBSpN.CL)
RBS_P_P_CL,Royal Bank of Scotland Group plc (RBSpP.CL)
RBS_P_Q_CL,Royal Bank of Scotland Group plc (RBSpQ.CL)
RBS_P_R_CL,Royal Bank of Scotland Group plc (RBSpR.CL)
RBS_P_S,Royal Bank of Scotland Group plc (RBSpS)
RBS_P_S_CL,Royal Bank of Scotland Group plc (RBSpS.CL)
RBS_P_T_CL,Royal Bank of Scotland Group plc (RBSpT.CL)
RBSW,(RBSw)
RBUS,ETF Series Solutions Trust (RBUS)
RBV,CBS Corp. (RBV)
RBV_CL,CBS Corp. (RBV.CL)
RBZ,Reebonz Holding Limited (RBZ)
RBZAW,Reebonz Holding Limited (RBZAW)
RC,Ready Capital Corp (RC)
RCA,Ready Capital Corp (RCA)
RCAP,RCS Capital Corporation (RCAP)
RCB,Ready Capital Corp (RCB)
RCC,"Small Cap Premium & Dividend Income Fund, Inc. (RCC)"
RCD,Invesco Capital Management LLC (RCD)
RCEL,Avita Therapeutics Inc (RCEL)
RCEL_1,Avita Medical Limited (RCEL)
RCG,RENN Fund Inc (RCG)
RCHGU,Recharge Acquisition Corp (RCHGU)
RCI,Rogers Communications Inc. (RCI)
RCII,Rent-a-Center Inc. (RCII)
RCKT,Rocket Pharmaceuticals Inc (RCKT)
RCKY,"Rocky Brands, Inc (RCKY)"
RCL,Royal Caribbean Group (RCL)
RCM,R1 RCM Inc (RCM)
RCMT,"RCM Technologies, Inc. (RCMT)"
RCON,Recon Technology Ltd (RCON)
RCP,Ready Capital Corp (RCP)
RCS,PIMCO Strategic Income Fund Inc (RCS)
RCUS,Arcus Biosciences Inc (RCUS)
RDA,"Reader`s Digest Association, Inc. (RDA)"
RDC_1,Rowan Companies plc (RDC)
RDC_2,Rowan Companies plc (RDC)
RDCM,Radcom (RDCM)
RDFN,Redfin Corp (RDFN)
RDHL,Redhill Biopharma (RDHL)
RDI,Reading International Inc (RDI)
RDIB,Reading International Inc (RDIB)
RDIV,Invesco Exchange-Traded Fund Trust II (RDIV)
RDIV_1,Oppenheimer Revenue Weighted ETF Trust (RDIV)
RDN,"Radian Group, Inc. (RDN)"
RDNT,Radnet Inc (RDNT)
RDOG,ALPS Fund Services (RDOG)
RDSA,Royal Dutch Shell Plc (RDSA)
RDS_A,Royal Dutch Shell Plc (RDS.A)
RDSB,Royal Dutch Shell Plc (RDSB)
RDS_B,Royal Dutch Shell Plc (RDS.B)
RDUS,Radius Health Inc. (RDUS)
RDVT,Red Violet Inc (RDVT)
RDVY,First Trust Exchange-Traded Fund III (RDVY)
RDWR,Radware (RDWR)
RDY,Dr. Reddy`s Laboratories Ltd. (RDY)
RE,Everest Re Group Ltd (RE)
REAL,Therealreal Inc (REAL)
REDU,RISE Education Cayman Ltd (REDU)
REDV,Invesco Exchange-Traded Fund Trust II (REDV)
REDV_1,Oppenheimer Revenue Weighted ETF Trust (REDV)
REED,Reeds Inc (REED)
REEM,Invesco Exchange-Traded Fund Trust II (REEM)
REEM_1,Oppenheimer Revenue Weighted ETF Trust (REEM)
REET,BlackRock Institutional Trust Company N.A. (REET)
REFA,Invesco Exchange-Traded Fund Trust II (REFA)
REFA_1,Oppenheimer Revenue Weighted ETF Trust (REFA)
REFR,Research Frontiers Inc. (REFR)
REG,Regency Centers Corporation (REG)
REGI,Renewable Energy Group Inc (REGI)
REGL,ProShares Trust (REGL)
REGN,"Regeneron Pharmaceuticals, Inc. (REGN)"
REG_P_F_CL,Regency Centers Corporation (REGpF.CL)
REG_P_G_CL,Regency Centers Corporation (REGpG.CL)
REG_P_RC_CL,Regency Centers Corporation (REGpRC.CL)
REG_P_RD_CL,Regency Centers Corporation (REGpRD.CL)
REG_P_RE_CL,Regency Centers Corporation (REGpRE.CL)
REI,Ring Energy Inc (REI)
REIS,Reis Inc (REIS)
REK,ProShares Trust (REK)
REKR,Rekor Systems Inc (REKR)
RELL,"Richardson Electronics, Ltd. (RELL)"
RELV,"Reliv` International, Inc. (RELV)"
RELX,RELX Plc (RELX)
REM,BlackRock Institutional Trust Company N.A. (REM)
REML,Credit Suisse AG Nassau Branch (REML)
REMX,VanEck Vectors ETF Trust (REMX)
REN_1,Resolute Energy Corp (REN)
RENN,Renren Inc (RENN)
RENW,ETF Series Solutions Trust (RENW)
RENWS,Resolute Energy Corp (RENWS)
RENX,RELX NV (RENX)
REP,Repsol S.A (REP)
RE_P_A,(REpA)
RE_P_A_,(REpA_)
RE_P_B_,Republic Bancshares Inc. (REpB_)
REPH,Recro Pharma Inc (REPH)
REPHV,Recro Pharma Inc (REPHV)
REPL,Replimune Group Inc (REPL)
REP_P_A_CL,Repsol International Capital Limited (REPpA.CL)
RE_P_RB_,Everest Re Capital Trust II (REpRB_)
RE_P_RB_CL,Everest Re Capital Trust II (REpRB.CL)
RES,"RPC, Inc. (RES)"
RESD,WisdomTree Trust (RESD)
RESE,WisdomTree Trust (RESE)
RESI,Front Yard Residential Corp (RESI)
RESI_1,Altisource Residential Corp (RESI)
RESIW_,Altisource Residential (RESIw_)
RESIW__1,Altisource Residential Corporation Class B Common Stock $0.01 Par Valu (RESIw_)
RESN,Resonant Inc (RESN)
RESP,WisdomTree Trust (RESP)
RETA,Reata Pharmaceuticals Inc (RETA)
RETL,Direxion Shares ETF Trust (RETL)
RETO,ReTo Eco-Solutions Inc (RETO)
REV,"Revlon, Inc. (REV)"
REVG,REV Group Inc (REVG)
REVR,"Revlon, Inc. (REVr)"
REVR_,(REVr_)
REW,ProShares Trust (REW)
REX,REX American Resources Corp (REX)
REX_1,Virexx Medical Corp. (REX)
REXN,Rexahn Pharmaceuticals Inc. (REXN)
REXR,Rexford Industrial Realty Inc (REXR)
REXR_P_A,Rexford Industrial Realty Inc (REXRpA)
REXR_P_B,Rexford Industrial Realty Inc (REXRpB)
REXR_P_C,Rexford Industrial Realty Inc (REXRpC)
REXR_P_RA,Rexford Industrial Realty Inc (REXRpRA)
REXR_P_RB,Rexford Industrial Realty Inc (REXRpRB)
REYN,Reynolds Consumer Products Inc (REYN)
REZ,BlackRock Institutional Trust Company N.A. (REZ)
REZI,Resideo Technologies Inc (REZI)
RF,Regions Financial Corp. (RF)
RFAP,First Trust Exchange-Traded Fund III (RFAP)
RFCI,ALPS Advisors Inc (RFCI)
RFDA,ALPS Advisors Inc (RFDA)
RFDI,First Trust Exchange-Traded Fund III (RFDI)
RFEM,First Trust Exchange-Traded Fund III (RFEM)
RFEU,First Trust Exchange-Traded Fund III (RFEU)
RFFC,ALPS Advisors Inc (RFFC)
RFG,Invesco Capital Management LLC (RFG)
RFI,Cohen & Steers Total Return Realty Fund Inc (RFI)
RFIL,RF Industries Ltd. (RFIL)
RFL,Rafael Holdings Inc (RFL)
RFM,RiverNorth Flexible Municipal Income Fund Inc (RFM)
RFO_P_RA_CL,Sprott Focus Trust Inc (RFOpRA.CL)
RFP,Resolute Forest Products Inc (RFP)
RF_P_A,Regions Financial Corp. (RFpA)
RF_P_B,Regions Financial Corp. (RFpB)
RF_P_C,Regions Financial Corp. (RFpC)
RF_P_RA,Regions Financial Corp. (RFpRA)
RF_P_RB,Regions Financial Corp. (RFpRB)
RF_P_RZ_,Regions Financing Trust III (RFpRZ_)
RF_P_RZ_CL,Regions Financing Trust III (RFpRZ.CL)
RF_P_Z_,Regions Financial Corp. (RFpZ_)
RFT,RAIT Financial Trust (RFT)
RFTA,RAIT Financial Trust (RFTA)
RFUN,ALPS Advisors Inc (RFUN)
RFV,Invesco Capital Management LLC (RFV)
RGA,"Reinsurance Group Of America, Inc. (RGA)"
RGA_1,"Reinsurance Group Of America, Inc. (RGA)"
RGA_A,"Reinsurance Group Of America, Inc. (RGA.A)"
RGA_B,"Reinsurance Group Of America, Inc. (RGA.B)"
RGA_BW,(RGA.Bw)
RGA_P_A_,"Reinsurance Group Of America, Inc. (RGApA_)"
RGA_P_A_CL,RGA Capital Trust I (RGApA.CL)
RGC,Regal Entertainment Group (RGC)
RGCO,"RGC Resources, Inc. (RGCO)"
RGE,(RGE)
RGE_1,"Regen Biologics, Inc. (RGE)"
RGE_CL,(RGE.CL)
RGEN,Repligen Corp. (RGEN)
RGF,R&G Financial Corp. (RGF)
RGI,Invesco Capital Management LLC (RGI)
RGLB,Invesco Capital Management LLC (RGLB)
RGLB_1,Oppenheimer Revenue Weighted ETF Trust (RGLB)
RGLD,"Royal Gold, Inc. (RGLD)"
RGLS,Regulus Therapeutics Inc (RGLS)
RGM,GENERAL MOTORS CORP PFD SR NTS (RGM)
RGM_1,(RGM)
RGM_2,Rowe Cos (RGM)
RGNX,Regenxbio Inc (RGNX)
RGP,Resources Connection Inc (RGP)
RGP_1,Regency Energy Partners LP (RGP)
RGR,"Sturm, Ruger & Co., Inc. (RGR)"
RGS,Regis Corp. (RGS)
RGS_1,"RGS Energy Group, Inc. (RGS)"
RGSE,Real Goods Solar Inc (RGSE)
RGT,Royce Global Value Trust Inc (RGT)
RGW,(RGw)
RGW_,(RGw_)
RH,RH (RH)
RH_1,"Rottlund Co., Inc. (RH)"
RHA,Rhodia (RHA)
RHB,Rehabcare Group Inc. (RHB)
RHD,Dex One Corp (RHD)
RHE,Regional Health Properties Inc (RHE)
RHE_P_A,Regional Health Properties Inc (RHEpA)
RHI,Robert Half International Inc. (RHI)
RHP,Ryman Hospitality Properties Inc (RHP)
RHS,Invesco Capital Management LLC (RHS)
RHT,Red Hat Inc (RHT)
RHT_1,"Right Management Consultants, Inc. (RHT)"
RHT_2,Richton International Corp. (RHT)
RIBT,RiceBran Technologies (RIBT)
RIBTW,RiceBran Technologies (RIBTW)
RIC,"Richmont Mines, Inc. (RIC)"
RICE,Rice Energy Inc (RICE)
RICE_1,Rice Energy Inc (RICE)
RICK,RCI Hospitality Holdings Inc (RICK)
RIDV,Invesco Exchange-Traded Fund Trust II (RIDV)
RIDV_1,Oppenheimer Revenue Weighted ETF Trust (RIDV)
RIG,Transocean Ltd (RIG)
RIG_1,Transocean Ltd (RIG)
RIGL,Rigel Pharmaceuticals (RIGL)
RIGP,Transocean Partners LLC (RIGP)
RIGS,ALPS Fund Services (RIGS)
RILY,B. Riley Financial Inc (RILY)
RILYG,B. Riley Financial Inc (RILYG)
RILYH,B. Riley Financial Inc (RILYH)
RILYI,B. Riley Financial Inc (RILYI)
RILYL,B. Riley Financial Inc (RILYL)
RILYL_1,B. Riley Financial Inc (RILYL)
RILYM,B. Riley Financial Inc (RILYM)
RILYN,B. Riley Financial Inc (RILYN)
RILYO,B. Riley Financial Inc (RILYO)
RILYP,B. Riley Financial Inc (RILYP)
RILYZ,B. Riley Financial Inc (RILYZ)
RIN,Rinker Group Ltd. (RIN)
RINF,ProShares Trust (RINF)
RING,BlackRock Institutional Trust Company N.A. (RING)
RIO,Rio Tinto plc (RIO)
RIOM,Rio Alto Mining Ltd (RIOM)
RIOT,Riot Blockchain Inc (RIOT)
RISE,ETF Managers Group Commodity Trust I (RISE)
RISK,Riskmetrics Group Inc (RISK)
RISN,Northern Lights Fund Trust IV (RISN)
RIT,LMP Real Estate Income Fund Inc (RIT)
RIV,RiverNorth Opportunities Fund Inc (RIV)
RIV_1,Riviera Holdings Corp. (RIV)
RIVE,Riverview Financial Corp (RIVE)
RIVR,RiverNorth Opportunities Fund Inc (RIVr)
