ticker,issuer_name
PGAL,Global X Funds (PGAL)
PGC,Peapack-Gladstone Financial Corp. (PGC)
PGD,Barclays Bank PLC (PGD)
PGEM,Ply Gem Holdings Inc. (PGEM)
PGEN,Precigen Inc (PGEN)
PGF,Invesco Capital Management LLC (PGF)
PGH,Pengrowth Energy Corporation (PGH)
PGHY,Invesco Capital Management LLC (PGHY)
PGJ,Invesco Capital Management LLC (PGJ)
PGLC,Pershing Gold Corp (PGLC)
PGM,Barclays Bank PLC (PGM)
PGM_1,Barclays Bank PLC (PGM)
PGMB,iPath Series B Bloomberg Platinum Subindex TR ETN (PGMB)
PGN,"Progress Energy, Inc. (PGN)"
PGNX,"Progenics Pharmaceuticals, Inc. (PGNX)"
PGNY,Progyny Inc (PGNY)
PGP,Pimco Global StocksPLUS & Income Fund (PGP)
PGR,Progressive Corp. (PGR)
PGRE,Paramount Group Inc (PGRE)
PGTI,PGT Innovations Inc (PGTI)
PGV,Velocity Portfolio Group Inc (PGV)
PGV_P__,Velocity Portfolio Group Inc (PGVp_)
PGX,Invesco Capital Management LLC (PGX)
PGZ,Principal Real Estate Income Fund (PGZ)
PGZ_1,Invesco PowerSharesCapital Management LLC (PGZ)
PH,Parker-Hannifin Corp. (PH)
PHAS,PhaseBio Pharmaceuticals Inc (PHAS)
PHAT,Phathom Pharmaceuticals Inc (PHAT)
PHB,Invesco Capital Management LLC (PHB)
PHC,"PHC, Inc. (PHC)"
PHCF,Puhui Wealth Investment Management Co Ltd (PHCF)
PHD,Pioneer Floating Rate Trust (PHD)
PHDG,Invesco Capital Management LLC (PHDG)
PHE,(PHE)
PHF,Pacholder High Yield Fund Inc (PHF)
PHG,Koninklijke Philips N.V. (PHG)
PHGE,BiomX Inc (PHGE)
PHGE_U,BiomX Inc (PHGE.U)
PHGE_WS,BiomX Inc (PHGE.WS)
PHH,Phh Corp. (PHH)
PHI,PLDT Inc (PHI)
PHII,PHI Inc (PHII)
PHIIK,PHI Inc (PHIIK)
PHIO,Phio Pharmaceuticals Corp (PHIO)
PHIOW,Phio Pharmaceuticals Corp (PHIOW)
PHJ,PowerShares Capital Management LLC (PHJ)
PHK,Pimco High Income Fund (PHK)
PHM,PulteGroup Inc (PHM)
PHMD,FC Global Realty Inc (PHMD)
PHO,Invesco Capital Management LLC (PHO)
PHR,Phreesia Inc (PHR)
PHT,Pioneer High Income Trust (PHT)
PHUN,Phunware Inc (PHUN)
PHUNW,Phunware Inc (PHUNW)
PHW,PowerShares Capital Management LLC (PHW)
PHX,PHX Minerals Inc (PHX)
PHYS,Sprott Physical Gold Trust (PHYS)
PI,Impinj Inc (PI)
PIAI_U,Prime Impact Acquisition I (PIAI.U)
PIC,Pivotal Investment Corp II (PIC)
PIC_1,PowerShares Capital Management LLC (PIC)
PICB,Invesco Capital Management LLC (PICB)
PICK,BlackRock Institutional Trust Company N.A. (PICK)
PICK_1,Pick Communications Corp. (PICK)
PICO,Pico Holdings Inc. (PICO)
PIC_U,Pivotal Investment Corp II (PIC.U)
PIC_WS,Pivotal Investment Corp II (PIC.WS)
PID,Invesco Capital Management LLC (PID)
PIE,Invesco Capital Management LLC (PIE)
PIH,1347 Property Insurance Holdings Inc (PIH)
PIHPP,1347 Property Insurance Holdings Inc (PIHPP)
PII,Polaris Inc (PII)
PILL,Direxion Shares ETF Trust (PILL)
PILL_1,Proxymed Inc (PILL)
PIM,Putnam Master Intermediate Income Trust (PIM)
PIN,Invesco Capital Management LLC (PIN)
PINC,Premier Inc (PINC)
PINC_1,Pantam Inc (PINC)
PINE,Alpine Income Property Trust Inc (PINE)
PING,Ping Identity Holding Corp (PING)
PINS,Pinterest Inc (PINS)
PIO,Invesco Capital Management LLC (PIO)
PIO_1,Pioneer Corp. (PIO)
PIP,Altimmune Inc (PIP)
PIPR,Piper Sandler Co`s (PIPR)
PIP_WS,PharmAthene Inc (PIP.WS)
PIQ,PowerShares Capital Management LLC (PIQ)
PIR,Pier 1 Imports Inc. (PIR)
PIRS,Pieris Pharmaceuticals Inc (PIRS)
PIXY,ShiftPixy Inc (PIXY)
PIY,"Merrill Lynch Depositor, Inc. (PIY)"
PIZ,Invesco Capital Management LLC (PIZ)
PJAN,Innovator ETFs Trust (PJAN)
PJB,PowerShares Capital Management LLC (PJB)
PJH,Prudential Financial Inc. (PJH)
PJK,Eksportfinans AS (PJK)
PJP,Invesco Capital Management LLC (PJP)
PJT,PJT Partners Inc (PJT)
PJUL,Innovator ETFs Trust (PJUL)
PJUN,Innovator ETFs Trust (PJUN)
PK,Park Hotels & Resorts Inc (PK)
PKB,Invesco Capital Management LLC (PKB)
PKBK,Parke Bancorp Inc (PKBK)
PKD,Parker Drilling Co. (PKD)
PKD_1,Parker Drilling Co. (PKD)
PKE,Park Aerospace Corp (PKE)
PKG,Packaging Corp Of America (PKG)
PKI,"Perkinelmer, Inc. (PKI)"
PKI_1,Parkland Industries Ltd. (PKI)
PKJ,"Merrill Lynch Depositor, Inc. (PKJ)"
PKO,Pimco Income Opportunity Fund (PKO)
PKOH,Park-Ohio Holdings Corp. (PKOH)
PKT,"Procera Networks, Inc. (PKT)"
PKW,Invesco Capital Management LLC (PKW)
PKX,Posco (PKX)
PKY,Parkway Inc (PKY)
PLAB,"Photronics, Inc. (PLAB)"
PLAG,Planet Green Holdings Corp (PLAG)
PLAN,Anaplan Inc (PLAN)
PLAY,Dave & Buster`s Entertainment Inc (PLAY)
PLBC,Plumas Bancorp. (PLBC)
PLCE,Childrens Place Inc (PLCE)
PLCM,Polycom Inc. (PLCM)
PLCY,Listed Funds Trust (PLCY)
PLD,Prologis Inc (PLD)
PLD_1,Prologis (PLD)
PLE,"Pinnacle Bancshares, Inc. (PLE)"
PLG,Platinum Group Metals Ltd. (PLG)
PLI,Proliance International Inc (PLI)
PLIN,China Xiangtai Food Co Ltd (PLIN)
PLL,Piedmont Lithium Limited (PLL)
PLLL,Piedmont Lithium Ltd (PLLL)
PLM,Polymet Mining Corp (PLM)
PLMR,Palomar Holdings Inc (PLMR)
PLMR_,Polymet Mining Corp (PLMr_)
PLMR_1,Polymet Mining Corp (PLMr)
PLND,VanEck Vectors ETF Trust (PLND)
PLNT,Planet Fitness Inc (PLNT)
PLOW,Douglas Dynamics Inc (PLOW)
PLPC,Preformed Line Products Co. (PLPC)
PL_P_C,Protective Life Corp. (PLpC)
PL_P_C_CL,Protective Life Corporation (PLpC.CL)
PL_P_E,Protective Life Corp. (PLpE)
PL_P_E_CL,Protective Life Corporation (PLpE.CL)
PLPM,Planet Payment (PLPM)
PLR,(PLR)
PLR_1,Citigroup Inc (PLR)
PLR_2,(PLR)
PLRX,Pliant Therapeutics Inc (PLRX)
PLSE,Pulse Biosciences Inc (PLSE)
PLT,"Plantronics, Inc. (PLT)"
PLTM,GraniteShares Platinum Trust (PLTM)
PLTR,Palantir Technologies Inc (PLTR)
PLUG,Plug Power Inc (PLUG)
PLUS,ePlus Inc (PLUS)
PLW,Invesco Capital Management LLC (PLW)
PLX,Protalix BioTherapeutics Inc. (PLX)
PLX_1,Plains Resources Inc. (PLX)
PLXP,PLx Pharma Inc. (PLXP)
PLXS,Plexus Corp. (PLXS)
PLYA,Playa Hotels & Resorts N.V. (PLYA)
PLYM,Plymouth Industrial Reit Inc (PLYM)
PLYM_P_A,Plymouth Industrial Reit Inc (PLYMpA)
PLYM_P_RA,Plymouth Industrial Reit Inc (PLYMpRA)
PM,Philip Morris International Inc (PM)
PMAR,Principal Maritime Tankers Corp (PMAR)
PMAY,Innovator ETFs Trust (PMAY)
PMBC,Pacific Mercantile Bancorp (PMBC)
PMC,PharMerica Corp (PMC)
PMC_1,"PMC Capital, Inc. (PMC)"
PMCS,PMC-Sierra Inc. (PMCS)
PMD,Psychemedics Corp. (PMD)
PME,Pingtan Marine Enterprise Ltd (PME)
PME_1,"Penton Media, Inc. (PME)"
PME_2,PreMD Inc (PME)
PMF,Pimco Municipal Income Fund (PMF)
PMK,PMA CAPITAL CORP. 8.50% MONTHLY INCOME (PMK)
PMK_1,PMA CAPITAL CORPORATION (PMK)
PMK_2,PMA CAPITAL CORPORATION 8.50% MONTHLY I (PMK)
PMK_3,PMA CAPITAL CORP (PMK)
PMK_4,PMA CAPITAL CORP. 8.50% MONTHLY INCOME (PMK)
PMK_5,PMA CAPITAL CORPORATION 8.50% MONTHLY I (PMK)
PMK_7,(PMK)
PMK_8,(PMK)
PML,Pimco Municipal Income Fund II (PML)
PMM,Putnam Managed Municipal Income Trust. (PMM)
PMN,(PMN)
PMN_1,(PMN)
PMO,Putnam Municipal Opportunities Trust (PMO)
PMOM,Principal Exchange-Traded Funds (PMOM)
PMPT,Virtus ETF Trust II (PMPT)
PMR,Invesco Capital Management LLC (PMR)
PMT,Pennymac Mortgage Investment Trust (PMT)
PMT_P_A,Pennymac Mortgage Investment Trust (PMTpA)
PMT_P_B,Pennymac Mortgage Investment Trust (PMTpB)
PMT_P_RA,Pennymac Mortgage Investment Trust (PMTpRA)
PMT_P_RB,Pennymac Mortgage Investment Trust (PMTpRB)
PMTS,CPI Card Group Inc (PMTS)
PMU,Pacific Rim Mining Corp. (PMU)
PMVC_U,PMV Consumer Acquisition Corp (PMVC.U)
PMVP,PMV Pharmaceuticals Inc (PMVP)
PMX,Pimco Municipal Income Fund III (PMX)
PN,Patriot National Inc (PN)
PN_1,Pennaco Energy Inc. (PN)
PNBK,Patriot National Bancorp Inc (PNBK)
PNC,PNC Financial Services Group (PNC)
PNC_P_P,PNC Financial Services Group (PNCpP)
PNC_P_Q,PNC Financial Services Group (PNCpQ)
PNC_P_RQ,PNC Financial Services Group (PNCpRQ)
PNCWS,PNC Financial Services Group (PNCWS)
PNC_WS,PNC Financial Services Group (PNC.WS)
PNF,Pimco New York Municipal Income Fund (PNF)
PNFP,Pinnacle Financial Partners Inc. (PNFP)
PNFPP,Pinnacle Financial Partners Inc. (PNFPP)
PNI,Pimco New York Municipal Income Fund II (PNI)
PNJ,Citigroup Global Markets Holdings Inc (PNJ)
PNK,Pinnacle Entertainment Inc. (PNK)
PNK_1,Pinnacle Entertainment Inc (PNK)
PNM,PNM Resources Inc (PNM)
PNNT,PennantPark Investment Corporation (PNNT)
PNNTG,PennantPark Investment Corporation (PNNTG)
PNOV,Innovator ETFs Trust (PNOV)
PNQI,Invesco Capital Management LLC (PNQI)
PNR,Pentair plc (PNR)
PNRA,Panera Bread Co. (PNRA)
PNRG,PrimeEnergy Resources Corp (PNRG)
PNRL,Paringa Resources Limited (PNRL)
PNRW,Pentair plc (PNRw)
PNS,"Pinnacle Data Systems, Inc. (PNS)"
PNTG,Pennant Group Inc (PNTG)
PNTR,Pointer Telocation Ltd (PNTR)
PNW,Pinnacle West Capital Corp. (PNW)
POAI,Predictive Oncology Inc (POAI)
POCT,Innovator ETFs Trust (POCT)
PODD,Insulet Corporation (PODD)
POLA,Polar Power Inc (POLA)
POOL,Pool Corporation (POOL)
POPE,Pope Resources (POPE)
POR,Portland General Electric Co (POR)
POST,Post Holdings Inc (POST)
POT,Potash Corp. Of Saskatchewan Inc. (POT)
POTX,Global X Funds (POTX)
POWI,Power Integrations Inc. (POWI)
POWL,"Powell Industries, Inc. (POWL)"
POWR,PowerSecure International Inc (POWR)
PPA,Invesco Capital Management LLC (PPA)
PPBI,"Pacific Premier Bancorp, Inc. (PPBI)"
PPC,Pilgrim`s Pride Corp. (PPC)
PPD,PPD Inc (PPD)
PPDI,Pharmaceutical Product Development Inc. (PPDI)
PPDM,Direxion Shares ETF Trust (PPDM)
PPE,(PPE)
PPEM,Direxion Shares ETF Trust (PPEM)
PPG,"PPG Industries, Inc. (PPG)"
PPH,VanEck Vectors ETF Trust (PPH)
PPH_1,"Merrill Lynch & Co., Inc (PPH)"
PPHM,Peregrine Pharmaceuticals Inc (PPHM)
PPHMP,Peregrine Pharmaceuticals Inc (PPHMP)
PPI,Citigroup Inc (PPI)
PPIH,Perma-Pipe International Holdings Inc (PPIH)
PPJ,Citigroup Inc (PPJ)
PPK,Citigroup Inc (PPK)
PPL,PPL Corp (PPL)
PPLC,Direxion Shares ETF Trust (PPLC)
PPLN,J P Morgan Chase & Co. (PPLN)
PPLT,Aberdeen Standard Investments ETF (PPLT)
PPLT_1,Poplar Resources Ltd (PPLT)
PPMC,Direxion Shares ETF Trust (PPMC)
PPN,Citigroup Global Markets Holdings Inc (PPN)
PPP,Primero Mining Corp (PPP)
PPR,Voya Prime Rate Trust (PPR)
PPSC,Direxion Shares ETF Trust (PPSC)
PPSI,Pioneer Power Solutions Inc (PPSI)
PPS_P_A_,"Post Properties, Inc. (PPSpA_)"
PPT,Putnam Premier Income Trust (PPT)
PPTB,Direxion Shares ETF Trust (PPTB)
PPTY,ETF Series Solutions Trust (PPTY)
PPV_C,(PPV.C)
PPV_C_1,UBS AG (PPV.C)
PPV_E,(PPV.E)
PPV_E_1,UBS AG (PPV.E)
PPV_H,(PPV.H)
PPV_I,UBS AG (PPV.I)
PPV_J,(PPV.J)
PPV_K,UBS AG (PPV.K)
PPV_L,UBS AG (PPV.L)
PPV_M,UBS AG (PPV.M)
PPV_N,UBS AG (PPV.N)
PPV_O,UBS AG (PPV.O)
PPV_P,UBS AG (PPV.P)
PPV_Q,UBS AG (PPV.Q)
PPV_R,(PPV.R)
PPV_R_1,UBS AG (PPV.R)
PPW_P_R_,Pacificorp (PPWpR_)
PPX,"PPL Capital Funding, Inc. (PPX)"
PPY,Morgan Stanley (PPY)
PPZ_B,(PPZ.B)
PPZ_C,(PPZ.C)
PPZ_C_1,UBS AG (PPZ.C)
PQ,Petroquest Energy Inc (PQ)
PQG,PQ Group Holdings Inc (PQG)
PQU,Citigroup Global Markets Holdings Inc (PQU)
PRA,Proassurance Corporation (PRA)
PRAA,PRA Group Inc (PRAA)
PRAH,PRA Health Sciences Inc (PRAH)
PRAX,Praxis Precision Medicines Inc (PRAX)
PRB,VanEck Vectors ETF Trust (PRB)
PRB_1,Black Raven Energy Inc (PRB)
PRCP,"Perceptron, Inc. (PRCP)"
PRDO,Perdoceo Education Corporation (PRDO)
PRE,Partnerre Ltd. (PRE)
PREF,Principal Exchange-Traded Funds (PREF)
PRE_P_F,Partnerre Ltd. (PREpF)
PRE_P_G,Partnerre Ltd. (PREpG)
PRE_P_H,Partnerre Ltd. (PREpH)
PRE_P_I,Partnerre Ltd. (PREpI)
PRE_P_RF,Partnerre Ltd. (PREpRF)
PRE_P_RG,Partnerre Ltd. (PREpRG)
PRE_P_RH,Partnerre Ltd. (PREpRH)
PRE_P_RI,Partnerre Ltd. (PREpRI)
PRF,Invesco Capital Management LLC (PRF)
PRFT,Perficient Inc. (PRFT)
PRFX,PainReform Ltd (PRFX)
PRFZ,Invesco Capital Management LLC (PRFZ)
PRGO,Perrigo Company plc (PRGO)
PRGS,Progress Software Corp. (PRGS)
PRGX,PRGX Global Inc (PRGX)
PRH,Prudential Financial Inc. (PRH)
PRI,Primerica Inc (PRI)
PRID,Exchange Traded Concepts Trust (PRID)
PRIF_P_A,Priority Income Fund Inc (PRIFpA)
PRIF_P_B,Priority Income Fund Inc (PRIFpB)
PRIF_P_D,Priority Income Fund Inc (PRIFpD)
PRIF_P_E,Priority Income Fund Inc (PRIFpE)
PRIF_P_F,Priority Income Fund Inc (PRIFpF)
PRIM,Primoris Services Corp (PRIM)
PRK,Park National Corp. (PRK)
PRKR,Parkervision Inc. (PRKR)
PRLB,Proto Labs Inc (PRLB)
PRLD,Prelude Therapeutics Inc (PRLD)
PRME,(PRME)
PRME_1,First Trust Exchange-Traded Fund IV (PRME)
PRMW,Primo Water Corporation (PRMW)
PRMW_1,Primo Water Corp. (PRMW)
PRN,Invesco Capital Management LLC (PRN)
PRNB,Principia Biopharma Inc (PRNB)
PRNT,ARK Investment Management LLC (PRNT)
PRO,Pros Holdings Inc (PRO)
PROF,Profound Medical Corp (PROF)
PROG,Progenity Inc (PROG)
PROS,Prosight Global Inc (PROS)
PROV,"Provident Financial Holdings, Inc. (PROV)"
PRPB_U,CC Neuberger Principal Holdings II (PRPB.U)
PRPB_WS,CC Neuberger Principal Holdings II (PRPB.WS)
PRPH,ProPhase Labs Inc (PRPH)
PRPL,Purple Innovation Inc (PRPL)
PRPLW,Purple Innovation Inc (PRPLW)
PRPO,Precipio Inc (PRPO)
PRQR,ProQR Therapeutics N.V (PRQR)
PRS,Prudential Financial Inc. (PRS)
PRSC,Providence Service Corp (PRSC)
PRSC_1,Tractafric Motors Cote d`Ivoire (PRSC)
PRSP,Perspecta Inc (PRSP)
PRSS,CafePress Inc (PRSS)
PRT,PermRock Royalty Trust (PRT)
PRTA,Prothena Corporation plc (PRTA)
PRTH,Priority Technology Holdings Inc (PRTH)
PRTHU,Priority Technology Holdings Inc (PRTHU)
PRTHW,Priority Technology Holdings Inc (PRTHW)
PRTK,Paratek Pharmaceuticals Inc. (PRTK)
PRTS,CarParts.com Inc (PRTS)
PRTY,Party City Holdco Inc (PRTY)
PRU,Prudential Financial Inc. (PRU)
PRVB,Provention Bio Inc (PRVB)
PRVL,Prevail Therapeutics Inc (PRVL)
PRW,"Practiceworks, Inc. (PRW)"
PRWT,Premierwest Bancorp (PRWT)
PRXL,Parexel International Corp (PRXL)
PRZ,PainCare Holdings Inc (PRZ)
PS,Pluralsight Inc (PS)
PSA,Public Storage (PSA)
PSAC,Property Solutions Acquisition Corp (PSAC)
PSACU,Property Solutions Acquisition Corp (PSACU)
PSACW,Property Solutions Acquisition Corp (PSACW)
PSA_P_A,Public Storage (PSApA)
PSA_P_A_CL,Public Storage (PSApA.CL)
PSA_P_B,Public Storage (PSApB)
PSA_P_C,Public Storage (PSApC)
PSA_P_C_,Public Storage (PSApC_)
PSA_P_D,Public Storage (PSApD)
PSA_P_D_,Public Storage (PSApD_)
PSA_P_E,Public Storage (PSApE)
PSA_P_F,Public Storage (PSApF)
PSA_P_F_,Public Storage (PSApF_)
PSA_P_G,Public Storage (PSApG)
PSA_P_H,Public Storage (PSApH)
PSA_P_I,Public Storage (PSApI)
PSA_P_J,Public Storage (PSApJ)
PSA_P_K,Public Storage (PSApK)
PSA_P_L,Public Storage (PSApL)
PSA_P_M,Public Storage (PSApM)
PSA_P_N,Public Storage (PSApN)
PSA_P_N_,Public Storage (PSApN_)
PSA_P_RA,Public Storage (PSApRA)
PSA_P_RB,Public Storage (PSApRB)
PSA_P_RC,Public Storage (PSApRC)
PSA_P_RD,Public Storage (PSApRD)
PSA_P_RE,Public Storage (PSApRE)
PSA_P_RU,Public Storage (PSApRU)
PSA_P_RW,Public Storage (PSApRW)
PSA_P_RX,Public Storage (PSApRX)
PSA_P_RY,Public Storage (PSApRY)
PSA_P_RZ,Public Storage (PSApRZ)
PSA_P_S_CL,Public Storage (PSApS.CL)
PSA_P_T_CL,Public Storage (PSApT.CL)
PSA_P_U,(PSApU)
PSA_P_U_1,Public Storage (PSApU)
PSA_P_U_2,Public Storage (PSApU)
PSA_P_U_CL,Public Storage (PSApU.CL)
PSA_P_V_CL,Public Storage (PSApV.CL)
PSA_P_W,Public Storage (PSApW)
PSA_P_X,Public Storage (PSApX)
PSA_P_Y_CL,Public Storage (PSApY.CL)
PSA_P_Z_CL,Public Storage (PSApZ.CL)
PSAU,Invesco Capital Management LLC (PSAU)
PSB,"PS Business Parks, Inc. (PSB)"
PSB_P_F_CL,(PSBpF.CL)
PSB_P_H_,"PS Business Parks, Inc. (PSBpH_)"
PSB_P_I_,"PS Business Parks, Inc. (PSBpI_)"
PSB_P_K_,"PS Business Parks, Inc. (PSBpK_)"
PSB_P_L_,"PS Business Parks, Inc. (PSBpL_)"
PSB_P_M_,"PS Business Parks, Inc. (PSBpM_)"
PSB_P_O_,"PS Business Parks, Inc. (PSBpO_)"
PSB_P_P_,"PS Business Parks, Inc. (PSBpP_)"
PSB_P_RT,"PS Business Parks, Inc. (PSBpRT)"
PSB_P_RTCL,"PS Business Parks, Inc. (PSBpRTCL)"
PSB_P_RV,"PS Business Parks, Inc. (PSBpRV)"
PSB_P_RW,"PS Business Parks, Inc. (PSBpRW)"
PSB_P_RX,"PS Business Parks, Inc. (PSBpRX)"
PSB_P_RY,"PS Business Parks, Inc. (PSBpRY)"
PSB_P_T_CL,"PS Business Parks, Inc. (PSBpT.CL)"
PSB_P_U_1,"PS Business Parks, Inc. (PSBpU)"
PSB_P_V_1,"PS Business Parks, Inc. (PSBpV)"
PSB_P_W,"PS Business Parks, Inc. (PSBpW)"
PSB_P_X,"PS Business Parks, Inc. (PSBpX)"
PSB_P_Y,"PS Business Parks, Inc. (PSBpY)"
PSB_P_Z,"PS Business Parks, Inc. (PSBpZ)"
PSC,Principal Exchange-Traded Funds (PSC)
PSC_1,Citigroup Global Markets Holdings Inc (PSC)
PSCC,Invesco Capital Management LLC (PSCC)
PSCD,Invesco Capital Management LLC (PSCD)
PSCE,Invesco Capital Management LLC (PSCE)
PSCF,Invesco Capital Management LLC (PSCF)
PSCH,Invesco Capital Management LLC (PSCH)
PSCI,Invesco Capital Management LLC (PSCI)
PSCM,Invesco Capital Management LLC (PSCM)
PSCT,Invesco Capital Management LLC (PSCT)
PSCU,Invesco Capital Management LLC (PSCU)
PSDO,Presidio Inc (PSDO)
PSEC,Prospect Capital Corp (PSEC)
PSEP,Innovator ETFs Trust (PSEP)
PSET,Principal Exchange-Traded Funds (PSET)
PSF,Cohen & Steers Select Preferred and Income Fund Inc (PSF)
PSHG,Performance Shipping Inc (PSHG)
PSI,Invesco Capital Management LLC (PSI)
PSJ,Invesco Capital Management LLC (PSJ)
PSK,SPDR Series Trust (PSK)
PSL,Invesco Capital Management LLC (PSL)
PSLV,Sprott Physical Silver Trust (PSLV)
PSMB,Invesco Capital Management LLC (PSMB)
PSMC,Invesco Capital Management LLC (PSMC)
PSMG,Invesco Capital Management LLC (PSMG)
PSMM,Invesco Capital Management LLC (PSMM)
PSMT,Pricesmart Inc. (PSMT)
PSN,Parsons Corp (PSN)
PSNL,Personalis Inc (PSNL)
PSO,Pearson plc (PSO)
PSP,Invesco Capital Management LLC (PSP)
PSQ,ProShares Trust (PSQ)
PSR,Invesco Capital Management LLC (PSR)
PSSI,PSS World Medical Inc. (PSSI)
PST,Invesco Capital Management LLC (PST)
PST_1,SurgiCount Medical Inc (PST)
PSTB,Park Sterling Corporation (PSTB)
PSTB_1,Park Sterling Bank (PSTB)
PSTG,Pure Storage Inc (PSTG)
PSTH,Pershing Square Tontine Holdings Ltd (PSTH)
PSTH_U,Pershing Square Tontine Holdings Ltd (PSTH.U)
PSTH_WS,Pershing Square Tontine Holdings Ltd (PSTH.WS)
PSTI,Pluristem Therapeutics Inc (PSTI)
PSTL,Postal Realty Trust Inc (PSTL)
PSTV,Plus Therapeutics Inc (PSTV)
PSTX,Poseida Therapeutics Inc (PSTX)
PSUN,"Pacific Sunwear Of California, Inc. (PSUN)"
PSV,Hermitage Offshore Services Ltd (PSV)
PSX,Phillips 66 (PSX)
PSXP,Phillips 66 Partners LP (PSXP)
PSYS,Psychiatric Solutions Inc (PSYS)
PSZ_C,(PSZ.C)
PSZ_E,(PSZ.E)
PSZ_F,(PSZ.F)
PT,Pintec Technology Holdings Ltd (PT)
PTAC,PropTech Acquisition Corp (PTAC)
PTACU,PropTech Acquisition Corp (PTACU)
PTACW,PropTech Acquisition Corp (PTACW)
PTBD,Pacer Funds Trust (PTBD)
PTC,PTC Inc (PTC)
PTCT,PTC Therapeutics Inc (PTCT)
PTE,PolarityTE Inc (PTE)
PTE_1,PowerShares Capital Management LLC (PTE)
PTEN,Patterson-UTI Energy Inc (PTEN)
PTEST,(PTEST)
PTEST_W,(PTEST.W)
PTEST_X, (PTEST.X)
PTEST_X_1,Test (PTEST.X)
PTEST_Y,(PTEST.Y)
PTEST_Z,(PTEST.Z)
PTEU,Pacer Funds Trust (PTEU)
PTF,Invesco Capital Management LLC (PTF)
PTG,Paragon Technologies Inc (PTG)
PTGX,Protagonist Therapeutics Inc (PTGX)
PTH,Invesco Capital Management LLC (PTH)
PTHN,Patheon NV (PTHN)
PTHN_1,Patheon N.V. (PTHN)
PTI,Proteostasis Therapeutics Inc (PTI)
PTI_1,iGATE Computer Systems Ltd (PTI)
PTIN,Pacer Funds Trust (PTIN)
PTJ,PowerShares Capital Management LLC (PTJ)
PTK,PTK Acquisition Corp (PTK)
PTK_U,PTK Acquisition Corp (PTK.U)
PTK_WS,PTK Acquisition Corp (PTK.WS)
PTLA,Portola Pharmaceuticals Inc (PTLA)
PTLC,Pacer Funds Trust (PTLC)
PTLC_1,Petroleum Communication Holdings Inc (PTLC)
PTM,E TRACS UBS Long Platinum (PTM)
PTM_1,UBS AG Jersey (PTM)
PTMC,Pacer Funds Trust (PTMC)
PTMN,Portman Ridge Finance Corp (PTMN)
PTN,Palatin Technologies Inc. (PTN)
PTNQ,Pacer Funds Trust (PTNQ)
PTNR,Partner Communications Co. (PTNR)
PTO,PowerShares Capital Management LLC (PTO)
PTON,Peloton Interactive Inc (PTON)
PTR,PetroChina Co. Ltd. (PTR)
PTRS,Partners Bancorp (PTRS)
PTS,Citigroup Inc (PTS)
PTSI,"P.A.M. Transportation Services, Inc. (PTSI)"
PTT,VCG Holding Corp. (PTT)
PTVCA,Protective Insurance Corp. (PTVCA)
PTVCB,Protective Insurance Corp. (PTVCB)
PTVE,Pactiv Evergreen Inc (PTVE)
PTX,Pernix Therapeutics Holdings Inc (PTX)
PTX_1,Pillowtex Corp. (PTX)
PTY,PIMCO Corporate & Income Opportunity Fund (PTY)
PUA,PowerShares Capital Management LLC (PUA)
PUB,Peoples Utah Bancorp (PUB)
PUB_1,Publicis Groupe SA (PUB)
PUDA,"Puda Coal, Inc. (PUDA)"
PUI,Invesco Capital Management LLC (PUI)
PUK,Prudential plc (PUK)
PUK_P,Prudential plc (PUKp)
PUK_P_A,Prudential plc (PUKpA)
PUK_P_R,Prudential plc (PUKpR)
PUK_P_RA,Prudential plc (PUKpRA)
PULM,Pulmatrix Inc (PULM)
PULS,PGIM ETF Trust (PULS)
PUMP,ProPetro Holding Corp (PUMP)
PURE,Pure Bioscience Inc (PURE)
PUTW,WisdomTree Trust (PUTW)
PUW,Invesco Capital Management LLC (PUW)
PUYI,Puyi Inc (PUYI)
PVAC,Penn Virginia Corp. (PVAC)
PVAL,Principal Exchange-Traded Funds (PVAL)
PVBC,Provident Bancorp Inc (PVBC)
PVBC_1,Provident Bancorp Inc. (PVBC)
PVCT,Provectus Biopharmaceuticals Inc (PVCT)
PVCT_WS,Provectus Biopharmaceuticals Inc (PVCT.WS)
PVG,Pretium Resources Inc (PVG)
PVH,PVH Corp (PVH)
PVI,Invesco Capital Management LLC (PVI)
PVL,Permianville Royalty Trust (PVL)
PVM,PowerShares Capital Management LLC (PVM)
PVT,Pivotal Acquisition Corp (PVT)
PVTB,"Privatebancorp, Inc. (PVTB)"
PVTL_1,Pivotal Software Inc (PVTL)
PVT_U,Pivotal Acquisition Corp (PVT.U)
PVT_WS,Pivotal Acquisition Corp (PVT.WS)
PW,Power REIT (PW)
PWAV,Powerwave Technologies Inc. (PWAV)
PWB,Invesco Capital Management LLC (PWB)
PWC,Invesco Capital Management LLC (PWC)
PWD,PowerShares Capital Management LLC (PWD)
PWER,"Power-One, Inc. (PWER)"
PWFL,PowerFleet Inc (PWFL)
PWOD,"Penns Woods Bancorp, Inc. (PWOD)"
PW_P_A,Power REIT (PWpA)
PW_P_RA,Power REIT (PWpRA)
PWR,"Quanta Services, Inc. (PWR)"
PWRD,Perfect World Co. Ltd (PWRD)
PWS,Pacer Funds Trust (PWS)
PWV,Invesco Capital Management LLC (PWV)
PWX,Providence & Worcester Railroad Co. (PWX)
PWZ,Invesco Capital Management LLC (PWZ)
PX,"Praxair, Inc. (PX)"
